,airline_sentiment,text,label
10660,negative, USAirways but in the meantime I ll be sleeping on a park bench on dadeland st Thanks guys ,2
10661,neutral, USAirways ah and I was only given one shuttle voucher so if I do ever get back to the airport you ll be getting the bill,0
10662,negative, USAirways wonder if this misery is considered a damage in a breach of contract lawsuit lawyerup,2
10663,negative, USAirways but wait They are booked along with all other hotels nearby I was sent anyway to the hotel managers disbelief ,2
10664,positive, USAirways but don t worry They found a hotel it s only 45min away I got there around 11 30pm no problem ,1
10665,negative, USAirways at which point in told they have sold my voucher because I wasn t fast enough,2
10666,negative, USAirways the kind gentleman at the gate tells me to go left to get my hotel voucher at the ticket gate Took about 20min to get there,2
10667,negative, USAirways I have a story for you It starts with a two hour delayed flight that makes me miss my connection in Miami ,2
10668,neutral, USAirways No worries I was able to read stephenrodrick entire book while holding TheMagicalStranger,0
10669,negative, USAirways doing best Think not Lousy way to run an airline Why no online way to connect You be on hold for 2hrs amp then zip,2
10670,negative, USAirways flight scheduled for 730pm told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours ,2
10671,negative, USAirways refuses to compensate passengers when inconvenienced and wouldn t even rebook me on another airline disappointed,2
10672,negative, USAirways Can you tell me why I waited 90 mins and then was charged the 25 phone change fee even tho I wasn t allow to make change online ,2
10673,negative, USAirways stephenrodrick Your team needs to build capacity,2
10674,negative, USAirways I will write CR Not sure what good it ll do as the customer service I experienced was horrible ,2
10675,negative, USAirways 1st x told no travel advisory now TWO hrs on hold amp disconnected Fl from BHM to Charlotte to PHL won t go HELP ,2
10676,negative, USAirways Made about 30 calls to USAir today to merge of AAdvantage Dividend Miles Each time says call back Late Flightr 30timesenough,2
10677,negative, USAirways fuck you ,2
10678,negative, USAirways I m dumping this dividend miles card and forgetting your airline exists ridiculous theworstairlineever,2
10679,negative, USAirways How dirty does the damn plane have to be to take an hour to get the plane cleaned Refund me my miles wasteoftime theworst,2
10680,negative, USAirways worst customer service I ve ever experienced I ll never fly your airline ever again I have to pay to sleep in Philly Fuck you ,2
10681,negative, USAirways Ever sit on hold and just lose track of time http t co Yqhk8LJaBN,2
10682,negative, USAirways us air should be ashamed of this service on hold for hours No help from any representative just to reschedule due to weather ,2
10683,negative, usairways now on hold for an hour So frustrating I suspect you have more operators come in on days like this w inclement weather ,2
10684,negative, USAirways the worst Hold time crazy agents horrible no accountability USAIRsucks,2
10685,positive, USAirways Kudos to Robin at PHXSkyHarbor Lost Found for reuniting me w my iPad She was delightful to work with ,1
10686,negative, USAirways Website won t let me change online even though airline issued travel advisory now on hold for 50 minutes Help ,2
10687,negative, USAirways you were always my go to What happened Airbus over Boeing and now no customer service ,2
10688,negative, USAirways trying to change flight because of airline travel advisory on hold for 45 mins Help ,2
10689,neutral, USAirways Can you help me add a AAdvantage number and known traveler number to a reservation ,0
10690,negative, USAirways would be less annoying if road conditions weren t getting worse with every min U keep passengers captive for no good reason ,2
10691,positive, USAirways experience exceptional service from Cherry at DenverAirport GreatService professionalism,1
10692,negative, USAirways literally the worst flying experience of my life and I have flown a lot,2
10693,negative, usairways I purchased a 49 upgrade on a flight 2 weeks ago and you gave it to someone else but I have not received a refund Is this SOP ,2
10694,negative, USAirways figure it out have had 2 Cancelled Flightled flights in the past week Now coming home 2 hour delay and cart that pulls plane just broke,2
10695,negative, USAirways 45 minutes on hold no help,2
10696,negative, USAirways transferred 4x pleeeeeeeease help ,2
10697,positive, USAirways me too ,1
10698,negative, USAirways flight 3797 treatment of passengers has been atrocious over 2 hours delay only to now deplane and given no direction,2
10699,neutral, USAirways I have corporate paid travel in April Is it possible to purchase an upgrade to first class now ,0
10700,positive, USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,1
10701,negative, USAirways only sympathy she offered was holding a reservation until Monday night That s pretty awesome if you ask me ,2
10702,negative, USAirways express my disappointment in your reservation department and the treatment of a Sailor dealing with a death in the family,2
10703,neutral, USAirways that s who I spoke to already We ve already booked another flight w someone else Thanks for your concern Just wanted to,0
10704,negative, USAirways talked to Supervisor Jeanine and she couldn t help me 45 minutes of talking to her and nothing ,2
10705,negative, USAirways i thought united was the worst airline but nah You guys are far worse Is Delta the only decent airline out there ,2
10706,negative, USAirways keithlaw I flew US Air for the first time yesterday got propositioned by the flight attendant true story Creditcardsales,2
10707,negative, USAirways 13 years of Naval Service and I run the travel department for all my commands ,2
10708,negative, USAirways US Airways website So you double charge people when they book flights now Apparently you have but I ve never been booked twice,2
10709,negative, USAirways Already tried How about Conf via DM,2
10710,negative, USAirways new slogan should be if you don t want to arrive on time pick us ,2
10711,negative, USAirways you have to be crazy Treated my mom very poorly Not happy usairwaysfail,2
10712,negative, USAirways they weren t able to without reFlight Booking Problems and recharging the amount plus 25 fee for help over phone Spoke to 2 agents amp Jeanine,2
10713,negative, USAirways I will send an email with details Late Flightr Thank you for responding ,2
10714,negative, USAirways This is the last time I use your airline I promise that ,2
10715,negative, USAirways AmericanAir did I mention I m a silver preferred member and fly every week not always with you and not even a meal voucher ,2
10716,negative, usairways Need to change div miles ticket after travel started due to weather advisory Told not possible unless flight Cancelled Flightled AnyHelp ,2
10717,negative, USAirways AmericanAir I was supposed to get from fresno to pittsburgh by 10pm Instead I m now not getting in until 4pm tomorrow,2
10718,negative, USAirways AmericanAir I m stuck in the airport in fresno trying to beat the storm to pittsburgh and you guys have offered nothing HORRID,2
10719,negative, USAirways hello I have a question for you and your phone lines have jammed,2
10720,negative, USAirways AmericanAir u are the worst airline ever figure out the merger dontmakemegooutside,2
10721,negative, USAirways Just to follow up here is my experience http t co WJIiGZtiwg,2
10722,negative, USAirways AmericanAir are incompetent ,2
10723,negative, USAirways Now the next plane had a broken seat My row Another hour delay mad,2
10724,negative, USAirways how can I make a purchase you take the money but I don t have a reservation Explain,2
10725,neutral, USAirways AmericanAir are u paying incedentals noworstairline,0
10726,negative, USAirways AmericanAir thought u merged but USAirways sucks worstever http t co myNZitCovn,2
10727,positive, USAirways yes I did thank you They did a great job turning the flight in jan ,1
10728,negative, USAirways 2 hours on hold and issue still not resolved hope to make my flight in 12 hours for every minute of talk 20 minutes of hold,2
10729,positive, USAirways connection made Thanks again this week daddyshome,1
10730,negative, USAirways worst customer service experience ever today Get it together ,2
10731,negative, USAirways I know some folks have to use your airlines but doesn t customer service ever matter I really hate to complain but it s brutal ,2
10732,negative, USAirways im on the plane not sure what you mean We are sitting here It s just one story of failure after another when I fly you guys,2
10733,negative, USAirways still waiting brokenpromises notnice neveragain tellyourstory,2
10734,negative, USAirways your team was just terrifyingly rude to a young mother amp her baby trying to check in to a flight from PHX to JWA Help her out ,2
10735,negative, USAirways them and AmericanAir,2
10736,negative, USAirways rudest crew member experience Throwing shade and calling out customers reachingnewlows,2
10737,negative, USAirways AmericanAir terminal E in Miami is still the worst most smelly airport ever Thanks for nothing ,2
10738,negative, USAirways I did amp was told I asked to many questions bag might still be on flight 413 Should be easy to check when it lands in Seattle ,2
10739,negative, USAirways Cancelled Flightled our original flight to aruba Now on the way home we were told we don t have seats Never flying usairways again,2
10740,negative, USAirways here we go again Same flight as last week Delayed already 45 mins Think the 7 15 can leave PHL before 1 15 am waitingagain,2
10741,negative, USAirways it s not misjudging it s a deliberate strategy Seen it multiple times on USAir Makes staff life easier at expens of passengers,2
10742,negative, USAirways delayed 1851 Need an extra 5 min to make 1769 Would appreciate a little help again this week ,2
10743,negative, USAirways stuck on Tarmac for hour an a half and told longer to go and no hotels available when we land in Phoenix unacceptable unhappy,2
10744,negative, USAirways not happening worstairlineever also Marie Burroughs is the worst customer service rep ever yourairlinesucks,2
10745,negative, USAirways technical issues inefficient computer triage system Personality compassion of operators not Sad example of sad company ,2
10746,negative, USAirways you suck and you ruined my day And my vacation isn t even until June ,2
10747,negative, USAirways will do maybe the pre purchase meal email is because the flight is 9 min short of 3 hours so I guess there are none offered,2
10748,negative, USAirways yep check it and my gmail Promotions folder regularly ,2
10749,neutral, USAirways is a bag that is 23 L x 9 W x 12 H allowed as a carry on ,0
10750,negative, USAirways thanks for nothing,2
10751,neutral, USAirways there is nothing tonight and I am on the flight now with GOGO internet is there a way that someone could send me a DM or email ,0
10752,negative, USAirways 2 bad planes amp 3 gate changes lots of exercise travelfail let s hope this plane works I m tired ,2
10753,negative, USAirways Good info but am already signed up for all options None of which sound like they applied to the missing emails ,2
10754,negative, usairways is there not a faster way to get me to Columbia Sc than making me stay in CLT over night after my delayed flight ,2
10755,positive, USAirways thank you,1
10756,negative, usairways and american please get my plane together before I go to Jetblue,2
10757,negative, USAirways it MIGHT have went through No confirmation Please wait then same form ,2
10758,negative, USAirways found the tix security code not working Tried a dozen times ,2
10759,negative, USAirways Nightmarish customer service Further to that as an elite member I m appalled ,2
10760,negative, USAirways I have never been given a number for elite for usair Only AA I waited for 3 hours for an answer and by then my seat was gone ,2
10761,negative, USAirways if you get my bag from E Gate to B Gate at the Charlotte airport before my 6 pm flight Late Flight cause of yall I ll ride US for life,2
10762,neutral, USAirways It s a debit card but I am a Dividend member ,0
10763,negative, USAirways nothing important to do Why was I told to wait in the AmericanAir line patiencerunningout,2
10764,neutral, USAirways How do I redeem my pass to the admirals club I have 1 free visit with my barclay card membership And can I bring a companion ,0
10765,neutral, USAirways Almost home East Coast Freeze headed to PHL connect AVP TGIF http t co WXowZhpgfL,0
10766,negative, USAirways AmericanAir can someone please tell me who I have to talk to getittogether findurgrip,2
10767,negative,Is it insulting that USAirways AmericanAir offer a non required 50 voucher as a goodwill offering At least my bag can fly round trip,2
10768,negative, USAirways there is a travel advis for nyc and phil PA winter weather but U S Air hasn t posted one yet Can I still change flt wo pen ,2
10769,negative, USAirways I m trying to Request Missed Mileage and it keeps saying it can t my flight from 2 13 Then it says call the number ,2
10770,negative, USAirways flight 413 my carryon is missing stollen off plane or left at gate Worst customer service Doesn t seem to be anyone s concern ,2
10771,negative, USAirways how about checking the plane before having everyone board the plane pissed,2
10772,neutral, USAirways Used 2 get emails 1 pre purchase a snack and 2 when time to check in Got neither 4 tomorrow s trip Do they not get sent now ,0
10773,negative, USAirways link didn t work via Mobil ,2
10774,negative, USAirways Wishing we had our luggage 2 days now Had to pay our way from St Thomas to San Juan Spent extra because of this mess up ,2
10775,neutral, USAirways I m not a frequent flyer with US airways I m qantas Can I still get notifications Thank you,0
10776,negative, USAirways How do I get through ,2
10777,negative, USAirways AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line yousuck,2
10778,neutral, USAirways any chance of a travel advisory or DCA this weekend ,0
10779,positive, USAirways Yes thank you Appreciate u checking ,1
10780,negative, USAirways why I can t book a flight to PRN through your website ,2
10781,negative, USAirways this is ridiculous planebroken can t wait to board this one home 5 hours Late Flightr neverontime brutal paymytab,2
10782,neutral, USAirways Yes it was Sunday ,0
10783,negative, USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather I m confused since we had sunny skies,2
10784,negative, USAirways I keep calling your help line 800 428 4322 and it keeps saying they are too busy to help amp to call back Late Flightr FOR A WEEK NOW ,2
10785,negative, USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay ,2
10786,negative, USAirways more lies they said in their email we were delayed due to weather when the sky was clear in the city we were departing ,2
10787,positive, USAirways I m enjoying my flights so far You re doing a great job Today s been tough so thanks for making my flights comfortable ,1
10788,negative, USAirways look Delta has made the right call on CHO Please evaluate http t co 3KhGjoFgpX,2
10789,neutral, USAirways That s not the question Question is how do I get past the computer fastest if we both know that the computer can t help me ,0
10790,neutral, USAirways if I have Dividend Miles credit card amp I used it to book my flight is one bag free ,0
10791,negative, USAirways have checked all day CHO needs added Please evaluate ,2
10792,neutral, USAirways hi there I am flying MYR CLT ORD tomorrow is weather looking ok or problematic ,0
10793,neutral, USAirways can u tell me if 5238 from clt to Jan has gotten out of the gate yet I will have a tight connection out of clt to mco ,0
10794,neutral, USAirways Please hold US1765 for me Need to get home tonight before weather Almost there ,0
10795,neutral, USAirways followed ,0
10796,positive, USAirways Shavon at customer service desk in Charlotte was fantastic So helpful and smiling evn after what sounds like long day Reward her,1
10797,neutral, USAirways have scheduled flight Sat 2morrow CHO CLT CHO needs to be added to weather advisory Please evaluate asap ,0
10798,negative, USAirways another squashed flight Having to share my seat with another passenger is not my idea of quality travel,2
10799,negative, nrhodes85 look Another apology DO NOT FLY USAirways,2
10800,negative, USAirways it s painful being on hold to you Really 25 minutes to change a flight http t co ocqk0JFXuA,2
10801,negative, usairways yep sent my bag to Philadelphia instead of Miami I caught it then was told my flight changed to tomorrow wrong again fail,2
10802,neutral, USAirways will shall see in the next couple of minutes ,0
10803,negative, USAirways right can you use a shuttle ticket from LGA to BOS for any shuttle flight Probably gonna miss the 4pm ,2
10804,negative, USAirways I did but i need to get a human being What s the fastest way to achieve this All I get is a computer ,2
10805,positive, USAirways Check in staff at PHX are awesome Great traffic control for general boarding ,1
10806,negative, USAirways Batting 1 000 Four flights in a month all four delayed ,2
10807,neutral, USAirways sure just DM ed you ,0
10808,negative, USAirways amp also that I was told no comps upgrades etc ReFlight Booking Problems is good enough usairwaysfail,2
10809,negative, USAirways I was 4 tomorrow I missed my meeting today amp it was pointless 2 pay hotel today when the purpose of my trip has been screwed,2
10810,negative, USAirways Merging AA and DividendMiles yield an error What are the exact steps to navigate the phone menu All I get is a computer ,2
10811,negative, USAirways 2066 Was on plane from PBI to CLT and knew about the frozen water Also saw a plane to NYC take off at the gate next door ,2
10812,negative, USAirways and next flight delayed as well 5238 out of Charlotte is it just my luck or what ,2
10813,positive, USAirways Just talked to reservation Must congratulation to them Very friendly Good for usair The ONLY airline we fly ,1
10814,neutral, USAirways I am just trying to establish what your policy is Thanks ,0
10815,negative, USAirways fight was delayed 3 hrs in MCO now I m stuck in Philly with a standby ticket flight 4009 Solution needed ,2
10816,neutral, USAirways sure did I have carried this bag on numerous times on the same style plane Planning accordingly apparently accounts for nothing,0
10817,negative, USAirways Know what I like about gate 35X NationalAirpor Nothin I like nothin bout yo ghettofab gate USAirways http t co mAqw2nLNiU,2
10818,negative, USAirways I ve tried calling 3 times the past 3 days and I keep getting told to call back SOMEONE PLEASE HELP ME,2
10819,negative, USAirways gate agent in CLT forced me to check bag in z1 amp proceeded to allow larger bags Huge inconvenience to travel plans ,2
10820,neutral, USAirways it s vegas baby who doesn t have a good time in vegas lol,0
10821,neutral, USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn t get any out of tricities here in Tn,0
10822,negative, USAirways worst customer service ticket was 180 and fee is 200 it s not worth it for them accommodate me given circumstances in BOS,2
10823,negative, USAirways see No response Obviously you think this service is acceptable customerservicefail,2
10824,negative, USAirways We re sincerely sorry Sean Reservations is working hard to answer everyone s call and we appreciate your patience false,2
10825,neutral, USAirways absolutely,0
10826,negative, USAirways It wasn t weather this morning AWE1701 diverted back to BOS due to mechanical issues So far lost one of 3 days ,2
10827,negative, USAirways I have been in contact with 3 people and still no answers You keep sending me to Expedia and they keep sending me to you ,2
10828,negative, USAirways AmericanAir no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626 Irritated customers,2
10829,negative, USAirways how do I get you to stop sending me emails about my ex boyfriends account I don t care how many points he has He only has,2
10830,negative, USAirways we have seats on phone Iwas told I was getting error msg due to paid 1st class upgrd told to check in after 12am sound right ,2
10831,negative, USAirways waiting for bags now over 25min in Phl bag claim ,2
10832,positive, USAirways awesome Flight 676 out of philly on Tuesday Party in row 15 if you re interested ,1
10833,negative, USAirways flight is already over I think the airline should just have the flight attendants actually emphasize that VAPE is still smoking,2
10834,negative, USAirways Call volumes are high so the best answer is to hang up on me ,2
10835,positive, USAirways i got through and am able to switch my flight with no charge Thank you,1
10836,neutral, USAirways will you please start offering more routes out of triflight to more locations instead of just charlotte and atlanta,0
10837,positive, USAirways Welcome to North Texas US Air American Air employees Housing and Education are great opportunities in The GR8 State Of Texas,1
10838,neutral, USAirways oh they saw it and said nothing ,0
10839,negative, USAirways yes but lost a whole day Frustrating poor customer service,2
10840,negative, USAirways Saddens me that my first tweet ever has to be a complaint about customer service ,2
10841,negative, USAirways trying to check in online for a flight tomorrow Tried computer tablet and phone got error message on all devices ,2
10842,negative, USAirways AmericanAir How do I merge my miles accounts Your sites tell me my info don t match even though I can t find a difference ,2
10843,negative, USAirways yes had to go pick up and pay 40 cab ride very rude employee poor customer service,2
10844,neutral, USAirways can I bring mini bottles of booze on to my flight ,0
10845,negative, USAirways your staff at LAX really messed up on this one Failing to scan my suitcase tag ,2
10846,negative, USAirways Not happy with start of trip Cancelled Flightled flight poor customerservice,2
10847,neutral, USAirways Nice try Doesn t apply to Philly ,0
10848,neutral, USAirways what is your policy around bringing a breast pump on board ,0
10849,positive, USAirways Thanks No DC yet I see I will keep that link and check back Appreciate it ,1
10850,negative, USAirways I m glad too But I should not have to spend an hour to try and track down the basic information that you already have available ,2
10851,neutral, USAirways Will you guys be offering no fee changes for flights out of DCA tomorrow afternoon ,0
10852,neutral, USAirways how can i get ahold of a reservations supervisor ,0
10853,negative, USAirways I called the BTV desk they had more information so it exists Your systems don t make it easy for the customer to access it ,2
10854,positive, USAirways awesome And yes UpInAirClaire is ,1
10855,negative, USAirways that website does not give correct info said my bag was in Miami was in key west the entire time I got the run around for 2 days,2
10856,negative, USAirways was on hold for about 45 minutes after speaking 2 lady at the airport counter Gave up,2
10857,negative, USAirways I just want to find my bag so I won t have to go through the hassle of trying to claim what was in my suitcase usairwaysfail,2
10858,negative, USAirways Literally all that says is Case open What good is that to me ,2
10859,negative, USAirways no you not sorry I am trying 2 add a day 2 my vacation but there is a 200 charge just 2 change flights,2
10860,positive, USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she s amazing ,1
10861,negative, USAirways the two women workng PHL bag check term C 11 30 ET should be fired for being rude pushy and treating customers with disrespect,2
10862,positive, USAirways Best GAgent in a long time Danny B for US628 DFW CLT Appreciated how up to date he kept us during irrops Super professional ,1
10863,positive, USAirways Good news we got fixed ,1
10864,negative, sarahpompei don t bother wasting your time USAirways will send u a form letter amp let u choose a gift certificate worstcustomerservice,2
10865,neutral, USAirways thanks is there a beareavement discount anymore or not should I just book online,0
10866,negative, USAirways and now that flight pushed back to 2 35pm departure ,2
10867,negative, USAirways not just this trip been a few Ur saving grace is ur cheaper flights Now willing to pay more 4 bttr service on bttr airlines ,2
10868,negative, USAirways horrible experience to key west lost luggage called to check amp was told not to call back reconsidering my flight back,2
10869,positive, USAirways thank you ,1
10870,negative, USAirways I needed to be at my destination by lunchtime today No one could get us on a flight but I ve since learned Delta had one ,2
10871,neutral, USAirways Yes I get that I m asking Specifically what will you do with the feedback I ve given you ,0
10872,negative, USAirways delayed I m charlotte big surprise,2
10873,negative, USAirways Cancelled Flightled flight 50 person line and one agent helping to rebook You could ve handed this one better http t co By3vDioSUA,2
10874,negative, AndrewFallis same here On hold for an hour amp then told USAirways has done all it is willing to which was apologize stillnotonmyflight,2
10875,negative, USAirways what is happening with flight 1701 from BOS to PHL Daughter and her fianc e are stuck in BOS ,2
10876,negative, nrhodes85 isn t it funny that USAirways just apologizes but doesn t actually take steps 2 go above amp beyond for customers NotImpressed,2
10877,negative, USAirways 2133 Flight now Cancelled Flightled Have been rebooked on 2pm flight If on time take off I ll have spent 5 extra hours at DCA ,2
10878,negative, USAirways We ve been sitting on this plane for almost an hour waiting for it to be fueled Shouldn t that have been done b4 we got on ,2
10879,positive, USAirways Thank you,1
10880,negative, USAirways can I get a free mimosa to compensate my flight delay yet again thx,2
10881,positive, USAirways Reservation agent on the phone did a great job ,1
10882,negative, USAirways get ur act together start treating ur passengers w kinder have more sanitized planes Take a page from Delta perhaps ,2
10883,negative, USAirways is a joke Stop losing my luggage ,2
10884,neutral, USAirways can I book using some sort of breavement program I need to get home for my pops funeral,0
10885,negative, USAirways I ve been on hold for 35 mins to sort out my reservation out of sync message when trying to check in what s wrong ,2
10886,neutral, USAirways Thank you But I don t understand What will you do with my feedback ,0
10887,negative, USAirways has no idea what customer service means As the customer if you mess up my plans don t treat me like its no big deal ,2
10888,negative, USAirways Still on hold 1 hour and 45 minutes and counting Platinum Who cares Problems checking in Who cares ,2
10889,negative, USAirways how about a little help for the two gate agents trying to rebook flight 1707 ,2
10890,negative, USAirways I respect the stress of a merger but one rep to reschedule replane 15 ppl who are already Late Flight youcandobetter,2
10891,negative, USAirways now I am on flight to FLL and told to take a train back to PBI to get my car There are no trains to PBI ,2
10892,negative, USAirways I fly quite a bit and it s not difficult to communicate If agents let people know what s happening arrangements can be made,2
10893,negative, USAirways Handled on the phone Unfortunately it wiped out an entire trip which is why I m so displeased ,2
10894,negative, USAirways headed to NYC from CLT Funny to hear all phones ring at once and then the entire plane groan has happened twice more ,2
10895,positive, USAirways made it Send Bloody Mary s to row 27 ,1
10896,neutral, USAirways 5223 out of Gainesville FL,0
10897,negative, USAirways I already let them know and sent 4 complaints Got a call back finally when I was asleep and there is no return call back ,2
10898,neutral, USAirways Thank you for valuing my feedback What will you do with it ,0
10899,negative, USAirways the flights weren t from this morning It was 4 flights 2 on Thursday and 2 on Monday which turned into Tuesday,2
10900,negative, USAirways I spoke with a customer service rep who was rude and curt and transferred me to eternal hold Sad badservice mergerdisaster,2
10901,negative, USAirways your customer service is a nightmare I have been on hold for 1 hour I m a platinum member with AA and feel like it s worthless,2
10902,negative, USAirways never let s me down every Single Flight Gets delayed ,2
10903,negative, USAirways sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection,2
10904,neutral, USAirways Done,0
10905,neutral, USAirways made it Never ran so fast in my life,0
10906,negative, USAirways I ve been standing on a very crowded bus for the past 30 mins for DCA PIT HELP AmericanAir http t co jasKYPLWt5,2
10907,negative, USAirways Thanks but you can t My flight was Cancelled Flightled for maintenance reasons and the next available flight was too Late Flight for me ,2
10908,negative, USAirways yes I was rebooked the next day Weds Thanks Just upset that I lost 2 additional work days AND paid for my own hotel losing,2
10909,neutral, USAirways call Gate D9 in CLT and get me on this flight,0
10910,negative, USAirways suppose I need to tweet everyone how horrible your airline is for you to take notice Let me try that route ,2
10911,negative, USAirways 835 fix this ASAP,2
10912,negative, USAirways No Just felt that you could do better in making the emails feel a little less of We don t care We re automated ,2
10913,negative, USAirways AmericanAir you Cancelled Flightled my flight back during the holidays and gave me a refund of 8 51 ticket from PHL to EWR really ,2
10914,negative, USAirways I m logged into a Flight Booking Problems I need to add API before travelling to the states but I cannot see where to do it,2
10915,positive, USAirways thanks for helping with reFlight Booking Problems Cancelled Flightedflight Yvonne Anthony You will help us get to Tel Aviv on time HappyFriday,1
10916,positive, USAirways big thanks to Yvonne Anthony from the Chairman s desk Top tier customer service today outstanding service amp support ,1
10917,negative, USAirways now the plane is 100 degrees and we are burning up This is completely illegal ,2
10918,negative, USAirways are you fucking kidding me http t co qjLzrYWFj2,2
10919,negative, USAirways now siting on Tarmac in philly for another 15 minutes This is so lame Sorry doesn t help This is terrible ,2
10920,negative, USAirways what is the damn delay ,2
10921,negative, USAirways it would be nice to just pull up to the gate Still sitting here,2
10922,negative, usairways app is the worst one for airlines Can t do anything once your original flight time has gone by Useless ,2
10923,negative, USAirways has completely wasted my work day Thank you for the bad service and bad Friday ,2
10924,negative, USAirways And also it s great that you tweet complainers but what about the in person help when I need it Robyn F in Manch useless ,2
10925,negative, USAirways You ll be receiving a long amp detailed complaint letter soon Long story short never flying USAir again ,2
10926,negative, Usairways thanks for making miss connection getting rebooked missing that too and a miserable day Started my day 4 30am for nothing ,2
10927,negative, Usairways need to learn operations Sit a plane overnight at gsp and not realize there s a mech problem Then delay flight 3 1 2 hours ,2
10928,negative, USAirways that the flight was delayed amp closed the doors only to tell us we would not be leaving for an hour and a half Bad bad service,2
10929,negative, USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,2
10930,negative, USAirways He overflowed over the armrest and under with legs sprawled You should refund me I had no Choice Grossedout,2
10931,positive, USAirways I appreciate your prompt response ,1
10932,negative, USAirways nothing was available Male flight crew was not nice dismissive Big guy was standby and probably didn t even pay for Choice,2
10933,negative, USAirways well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on ,2
10934,negative, USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around Unacceptable,2
10935,negative, USAirways doesn t seem likely bc your team failed to scan my bag in LAX and you recycle bagtag numbers that doesn t help usairwaysfail,2
10936,negative, USAirways this is a complete waste of my day A trip to my for work has now turned into sitting on your planes all day Ridiculous,2
10937,negative, USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight ,2
10938,negative, USAirways the plane is moving and it s no ice We are moving to the end of the runway to sit because LGA has one runway open ,2
10939,neutral, USAirways of course weather was a joke 43 beats 5 degrees in PHL ,0
10940,negative, USAirways nothing was available Male flight crew was not nice dismissive Big guy was standby and probably didn t even pay ,2
10941,negative, USAirways is setting themselves up for a lawsuit No way we should sit on a plane for an hour and a half ,2
10942,positive, USAirways Thks US 1786 2 19 PHL to FLL Overall 1st class has improved with more food now on PHL to FLL and most crews are super ,1
10943,negative, USAirways I want to not sit on a plane from DCA to LGA for an hour and a half which is longer than my flight ,2
10944,negative, USAirways this is so unacceptable I m going for the day Now most of my day will be sitting on your plane Not to mention there is no air,2
10945,negative, USAirways is moving the plane to the end of the runway for us to sit on it for an hour and a half They didn t even let us off ,2
10946,negative, USAirways hi is there somebody avail who can help with an refund its unbelievable on the phone w US for more than 7 hrs in 4 days,2
10947,negative, USAirways Plus a US Airways you need to do something about this I left Philly to thaw out http t co pKy7ZhnNRH,2
10948,negative, USAirways ordered a Scotch amp water and F A asked if I wanted full glass or half 60 yrs old and first time ever asked that ,2
10949,negative, USAirways yeah the mark was like a mile back Also we re an hour Late Flight So thanks a ton for the great service today ,2
10950,negative, USAirways we got 1 drink then F A sat in jump seat doing crosswords Glasses picked up at landing Just a very lazy service 4 First class ,2
10951,negative, USAirways Paid for a Choice Seat my Choice is to NOT have big man next to me in my seat too oldseatnocushion worstflight nohelponboard,2
10952,negative, USAirways First class no snack basket was catered so drinks only No preflight drink or coathanging 1st drink service 50 min after take off,2
10953,negative, USAirways you told us last night that there was a ground stop at O Hare FOUR HOURS AFTER Obama landed stop blaming someone else,2
10954,negative, USAirways 428 delayed due to frozentoilet medicalissue mechanicalissue dispatchissue We ve heard it all LetsGo,2
10955,negative, USAirways Able Does that mean not having private conversations and not helping those w luggage that won t fit overhead ,2
10956,neutral, USAirways 1826 trying to make a connection to Punta Cana leave PHL at 9 50,0
10957,negative, USAirways is the worst 45 minute delay in Boston Not weather reLate Flightd Going to miss our connecting flight Gassing up the plane issue ,2
10958,negative, USAirways is the worst Still haven t left Everyone missing connections ,2
10959,negative, USAirways today s flight to Philadelphia It s a little disappointing for the unnecessary delays and it s not even snowing in FL ,2
10960,negative, USAirways I have been trying to book a flight using my miles for 3 straight days 210 min on phone still haven t talked to a human ,2
10961,neutral, USAirways can you help me reroute my trip ,0
10962,negative, USAirways gonna miss connecting flight Delayed flying out of Boston,2
10963,neutral, USAirways AmericanAir I m in the finalstretch to chairman execplat mileagerun for 6k needed any suggestions letsgo ,0
10964,negative, USAirways on flight 1839 waiting for weight and balance info for the past 30 minutes ,2
10965,positive, USAirways thank you for refunding me on my baggage really appreciate it,1
10966,negative, USAirways thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight ,2
10967,positive, USAirways AmericanAir I am so going to miss US Airways You always provided great service and NEVER LET ME DOWN ,1
10968,negative, USAirways NEVER AGAIN Worse experience in my life http t co 3dDQq0gQni,2
10969,negative, USAirways I rebooked myself but Cancelled Flighting flight because crew expired after boarding is unacceptable You started delaying at 1 30pm ,2
10970,negative, USAirways 7 hrs stranded in DCA zero apologies and the worst customer service Been a faithful traveler for 15 years but no more ,2
10971,negative, USAirways this response doesn t correct the fact that your pilot failed to keep passengers updated,2
